USER_ID,SKILLS_DSC,DOMAIN_DSC,LEVEL_VAL
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2540340,Microsoft Power BI,Data Analytics,60.0
2540340,Microstrategy,Data Analytics,40.0
2540340,Qlik Sense,Data Analytics,40.0
2540340,Tableau Desktop and Online,Data Analytics,30.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2551856,Microsoft Power BI,Data Analytics,100.0
2551856,SAP BusinessObjects BI,Data Analytics,60.0
2551856,Tableau Desktop and Online,Data Analytics,80.0
2551856,Domo,Data Analytics,40.0
2552838,Microsoft Power BI,Data Analytics,
2552838,Microstrategy,Data Analytics,
2552838,Tableau Desktop and Online,Data Analytics,
2552838,Microsoft Power BI,Data Analytics,
2552838,Microstrategy,Data Analytics,
2552838,Tableau Desktop and Online,Data Analytics,
2552838,Microsoft Power BI,Data Analytics,
2552838,Microstrategy,Data Analytics,
2552838,Tableau Desktop and Online,Data Analytics,
2552838,Microsoft Power BI,Data Analytics,
2552838,Microstrategy,Data Analytics,
2552838,Tableau Desktop and Online,Data Analytics,
2560995,Microsoft Power BI,Data Analytics,60.0
2560995,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,40.0
2560995,Qlik View,Data Analytics,40.0
2578963,Microsoft Power BI,Data Analytics,90.0
2578963,Oracle Business Intelligence Enterprise Edition,Data Analytics,80.0
2578963,Tableau Desktop and Online,Data Analytics,60.0
2579999,Looker,Data Analytics,50.0
2579999,Microsoft Power BI,Data Analytics,100.0
2579999,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,100.0
2579999,SAP BusinessObjects BI,Data Analytics,60.0
2583132,Microsoft Power BI,Data Analytics,70.0
2583132,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2583132,Microsoft Power BI,Data Analytics,70.0
2583132,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2583132,Microsoft Power BI,Data Analytics,70.0
2583132,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2583132,Microsoft Power BI,Data Analytics,70.0
2583132,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2583132,Microsoft Power BI,Data Analytics,70.0
2583132,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,60.0
2645516,Microsoft Power BI,Data Analytics,60.0
2671704,Microstrategy,Data Analytics,70.0
2671704,Microstrategy,Data Analytics,70.0
2676328,Tableau Desktop and Online,Data Analytics,70.0
2676328,Microsoft Power BI,Data Analytics,90.0
2676328,Tableau Desktop and Online,Data Analytics,70.0
2676328,Microsoft Power BI,Data Analytics,90.0
2725267,Microsoft Power BI,Data Analytics,
2725267,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2725267,SAP BusinessObjects BI,Data Analytics,
2725267,Tableau Desktop and Online,Data Analytics,
2725267,Microsoft Power BI,Data Analytics,
2725267,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2725267,SAP BusinessObjects BI,Data Analytics,
2725267,Tableau Desktop and Online,Data Analytics,
2725267,Microsoft Power BI,Data Analytics,
2725267,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2725267,SAP BusinessObjects BI,Data Analytics,
2725267,Tableau Desktop and Online,Data Analytics,
2725267,Microsoft Power BI,Data Analytics,
2725267,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2725267,SAP BusinessObjects BI,Data Analytics,
2725267,Tableau Desktop and Online,Data Analytics,
2725267,Microsoft Power BI,Data Analytics,
2725267,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,
2725267,SAP BusinessObjects BI,Data Analytics,
2725267,Tableau Desktop and Online,Data Analytics,
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2766619,Microsoft SQL Server Reporting Services (SSRS),Data Analytics,80.0
2766619,Microsoft Power BI,Data Analytics,80.0
2789583,Microsoft Power BI,Data Analytics,60.0
2789583,SAP Crystal Reports,Data Analytics,60.0
2978961,Alteryx Analytics Hub,Data Analytics,
2946290,Microsoft Power BI,Data Analytics,90.0
2946290,Microsoft Power BI,Data Analytics,90.0
2946290,Microsoft Power BI,Data Analytics,90.0
2836571,Atlassian JIRA Software,Agile Delivery,50.0
2836571,Microsoft Azure DevOps Services,Agile Delivery,50.0
2836571,Atlassian JIRA Software,Agile Delivery,50.0
2836571,Microsoft Azure DevOps Services,Agile Delivery,50.0
2836571,Atlassian JIRA Software,Agile Delivery,50.0
2836571,Microsoft Azure DevOps Services,Agile Delivery,50.0
2700124,Terraform,Agile Delivery,70.0
2700124,Amazon AWS CloudFormation,Agile Delivery,70.0
2700124,Microsoft Azure DevOps Services,Agile Delivery,
2895177,Atlassian JIRA Software,Agile Delivery,70.0
2895177,Atlassian JIRA Software,Agile Delivery,70.0
2895177,Atlassian JIRA Software,Agile Delivery,70.0
2895177,Atlassian JIRA Software,Agile Delivery,70.0
2957009,Atlassian JIRA Software,Agile Delivery,
2957009,Atlassian JIRA Software,Agile Delivery,
2957009,Atlassian JIRA Software,Agile Delivery,
2957009,Atlassian JIRA Software,Agile Delivery,
2957009,Atlassian JIRA Software,Agile Delivery,
2978961,Atlassian JIRA Software,Agile Delivery,
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433092,Atlassian JIRA Software,Agile Delivery,100.0
2433092,Microsoft Azure DevOps Services,Agile Delivery,100.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433099,Atlassian JIRA Software,Agile Delivery,80.0
2433099,Microsoft Azure DevOps Services,Agile Delivery,20.0
2433136,Atlassian JIRA Software,Agile Delivery,100.0
2433114,Project Management,Agile Delivery,70.0
2433114,Atlassian JIRA Software,Agile Delivery,90.0
2433114,Project Management,Agile Delivery,70.0
2433114,Atlassian JIRA Software,Agile Delivery,90.0
2433114,Project Management,Agile Delivery,70.0
2433114,Atlassian JIRA Software,Agile Delivery,90.0
2433117,Microsoft Azure DevOps Services,Agile Delivery,40.0
2433117,Microsoft Azure DevOps Services,Agile Delivery,40.0
2433120,Project Management,Agile Delivery,20.0
2433120,GitHub Enterprise,Agile Delivery,40.0
2433120,Project Management,Agile Delivery,20.0
2433120,GitHub Enterprise,Agile Delivery,40.0
2433120,Project Management,Agile Delivery,20.0
2433120,GitHub Enterprise,Agile Delivery,40.0
2433120,Project Management,Agile Delivery,20.0
2433120,GitHub Enterprise,Agile Delivery,40.0
2433120,Project Management,Agile Delivery,20.0
2433120,GitHub Enterprise,Agile Delivery,40.0
2433130,Project Management,Agile Delivery,
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2433142,Docker,Agile Delivery,90.0
2433142,GitLab CI,Agile Delivery,70.0
2433142,Terraform,Agile Delivery,70.0
2433142,Amazon AWS CloudFormation,Agile Delivery,20.0
2433142,GitHub Enterprise,Agile Delivery,50.0
2433142,GitLab,Agile Delivery,50.0
2433142,Microsoft Azure DevOps Services,Agile Delivery,90.0
2445183,Microsoft Azure DevOps Services,Agile Delivery,100.0
2445183,Atlassian JIRA Software,Agile Delivery,60.0
2445183,Microsoft Azure DevOps Services,Agile Delivery,100.0
2445183,Atlassian JIRA Software,Agile Delivery,60.0
2446130,Atlassian JIRA Software,Agile Delivery,100.0
2446130,Atlassian JIRA Software,Agile Delivery,100.0
2446130,Atlassian JIRA Software,Agile Delivery,100.0
2446130,Atlassian JIRA Software,Agile Delivery,100.0
2447137,Atlassian JIRA Software,Agile Delivery,80.0
2447137,Microsoft Azure DevOps Services,Agile Delivery,60.0
2453262,Atlassian JIRA Software,Agile Delivery,80.0
2453262,GitHub Enterprise,Agile Delivery,100.0
2453262,Microsoft Azure DevOps Services,Agile Delivery,100.0
2453262,GitLab,Agile Delivery,60.0
2499680,Microsoft Azure DevOps Services,Agile Delivery,50.0
2499680,GitHub Enterprise,Agile Delivery,50.0
2499680,GitLab,Agile Delivery,50.0
2513831,Project Management,Agile Delivery,100.0
2513831,Atlassian JIRA Software,Agile Delivery,60.0
2513866,Project Management,Agile Delivery,60.0
2513866,GitLab CI,Agile Delivery,40.0
2513866,Atlassian JIRA Software,Agile Delivery,60.0
2513866,GitHub Enterprise,Agile Delivery,80.0
2513866,GitLab,Agile Delivery,80.0
2513866,Microsoft Azure DevOps Services,Agile Delivery,80.0
2513866,Project Management,Agile Delivery,60.0
2513866,GitLab CI,Agile Delivery,40.0
2513866,Atlassian JIRA Software,Agile Delivery,60.0
2513866,GitHub Enterprise,Agile Delivery,80.0
2513866,GitLab,Agile Delivery,80.0
2513866,Microsoft Azure DevOps Services,Agile Delivery,80.0
2513866,Project Management,Agile Delivery,60.0
2513866,GitLab CI,Agile Delivery,40.0
2513866,Atlassian JIRA Software,Agile Delivery,60.0
2513866,GitHub Enterprise,Agile Delivery,80.0
2513866,GitLab,Agile Delivery,80.0
2513866,Microsoft Azure DevOps Services,Agile Delivery,80.0
2513866,Project Management,Agile Delivery,60.0
2513866,GitLab CI,Agile Delivery,40.0
2513866,Atlassian JIRA Software,Agile Delivery,60.0
2513866,GitHub Enterprise,Agile Delivery,80.0
2513866,GitLab,Agile Delivery,80.0
2513866,Microsoft Azure DevOps Services,Agile Delivery,80.0
2513866,Project Management,Agile Delivery,60.0
2513866,GitLab CI,Agile Delivery,40.0
2513866,Atlassian JIRA Software,Agile Delivery,60.0
2513866,GitHub Enterprise,Agile Delivery,80.0
2513866,GitLab,Agile Delivery,80.0
2513866,Microsoft Azure DevOps Services,Agile Delivery,80.0
2533337,GitLab,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2540340,Atlassian JIRA Software,Agile Delivery,50.0
2540340,Microsoft Azure DevOps Services,Agile Delivery,40.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2551856,Project Management,Agile Delivery,80.0
2551856,Project Management,Agile Delivery,80.0
2551856,GitHub Enterprise,Agile Delivery,40.0
2551856,Atlassian JIRA Software,Agile Delivery,
2551856,Microsoft Azure DevOps Services,Agile Delivery,60.0
2579999,Atlassian JIRA Software,Agile Delivery,80.0
2579999,GitHub Enterprise,Agile Delivery,40.0
2579999,Microsoft Azure DevOps Services,Agile Delivery,20.0
2583132,Microsoft Azure DevOps Services,Agile Delivery,60.0
2583132,Atlassian JIRA Software,Agile Delivery,70.0
2583132,Microsoft Azure DevOps Services,Agile Delivery,60.0
2583132,Atlassian JIRA Software,Agile Delivery,70.0
2583132,Microsoft Azure DevOps Services,Agile Delivery,60.0
2583132,Atlassian JIRA Software,Agile Delivery,70.0
2583132,Microsoft Azure DevOps Services,Agile Delivery,60.0
2583132,Atlassian JIRA Software,Agile Delivery,70.0
2583132,Microsoft Azure DevOps Services,Agile Delivery,60.0
2583132,Atlassian JIRA Software,Agile Delivery,70.0
2671704,Microsoft Azure DevOps Services,Agile Delivery,50.0
2671704,GitHub Enterprise,Agile Delivery,50.0
2671704,GitLab,Agile Delivery,60.0
2671704,Atlassian JIRA Software,Agile Delivery,50.0
2671704,Microsoft Azure DevOps Services,Agile Delivery,50.0
2671704,GitHub Enterprise,Agile Delivery,50.0
2671704,GitLab,Agile Delivery,60.0
2671704,Atlassian JIRA Software,Agile Delivery,50.0
2676328,Atlassian Bitbucket,Agile Delivery,90.0
2676328,Atlassian JIRA Software,Agile Delivery,100.0
2676328,GitLab,Agile Delivery,100.0
2676328,Atlassian Bitbucket,Agile Delivery,90.0
2676328,Atlassian JIRA Software,Agile Delivery,100.0
2676328,GitLab,Agile Delivery,100.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2766619,Microsoft Azure DevOps Services,Agile Delivery,60.0
2978961,Atlassian JIRA Software,Agile Delivery,
2967233,GitLab CI,Agile Delivery,
2967233,Atlassian JIRA Software,Agile Delivery,
2967233,Project Management,Agile Delivery,
2967233,GitLab CI,Agile Delivery,
2967233,Atlassian JIRA Software,Agile Delivery,
2967233,GitHub Enterprise,Agile Delivery,
2967233,GitLab,Agile Delivery,
2766619,Microsoft Analytics Platform System (SSAS),Data Management,80.0
2766619,Microsoft SQL Server,Data Management,80.0
2766619,Microsoft Azure Data Lake Store,Data Management,80.0
2766619,Microsoft Azure SQL Database,Data Management,70.0
2766619,Databricks Lakehouse Platform,Data Management,70.0
2766619,Microsoft Azure Synapse Analytics,Data Management,70.0
2766619,Snowflake Data Cloud,Data Management,60.0
2766619,Microsoft Analytics Platform System (SSAS),Data Management,80.0
2766619,Microsoft SQL Server,Data Management,80.0
2766619,Microsoft Azure Data Lake Store,Data Management,80.0
2766619,Microsoft Azure SQL Database,Data Management,70.0
2766619,Databricks Lakehouse Platform,Data Management,70.0
2766619,Microsoft Azure Synapse Analytics,Data Management,70.0
2766619,Snowflake Data Cloud,Data Management,60.0
2766619,Microsoft Analytics Platform System (SSAS),Data Management,80.0
2766619,Microsoft SQL Server,Data Management,80.0
2766619,Microsoft Azure Data Lake Store,Data Management,80.0
2766619,Microsoft Azure SQL Database,Data Management,70.0
2766619,Databricks Lakehouse Platform,Data Management,70.0
2766619,Microsoft Azure Synapse Analytics,Data Management,70.0
2766619,Snowflake Data Cloud,Data Management,60.0
2766619,Microsoft Analytics Platform System (SSAS),Data Management,80.0
2766619,Microsoft SQL Server,Data Management,80.0
2789583,Microsoft SQL Server,Data Management,40.0
2978961,Cloudera Enterprise Data Hub,Data Management,
2978961,SAP BW,Data Management,70.0
2978961,Cloudera Data Warehouse,Data Management,90.0
2978961,Snowflake Data Cloud,Data Management,
2836571,Google BigQuery,Data Management,50.0
2836571,Microsoft Azure SQL Database,Data Management,70.0
2836571,Microsoft SQL Server,Data Management,70.0
2836571,Google BigQuery,Data Management,50.0
2836571,Microsoft Azure SQL Database,Data Management,70.0
2836571,Microsoft SQL Server,Data Management,70.0
2836571,Google BigQuery,Data Management,50.0
2836571,Microsoft Azure SQL Database,Data Management,70.0
2836571,Microsoft SQL Server,Data Management,70.0
2700124,Amazon Redshift,Data Management,80.0
2700124,Google Cloud DataProc,Data Management,60.0
2700124,Google BigQuery,Data Management,60.0
2700124,Microsoft Azure SQL Database,Data Management,50.0
2700124,Microsoft Azure Synapse Analytics,Data Management,50.0
2700124,Microsoft SQL Server,Data Management,60.0
2700124,Oracle MySQL,Data Management,60.0
2700124,Oracle Database,Data Management,60.0
2700124,PostgreSQL,Data Management,60.0
2700124,Snowflake Data Cloud,Data Management,70.0
2708864,Oracle MySQL,Data Management,60.0
2708864,PostgreSQL,Data Management,50.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2895177,Microsoft Azure SQL Database,Data Management,70.0
2957009,Microsoft Azure Data Lake Store,Data Management,
2957009,Microsoft Azure Data Lake Store,Data Management,
2957009,Microsoft Azure Data Lake Store,Data Management,
2957009,Microsoft Azure Data Lake Store,Data Management,
2957009,Microsoft Azure Data Lake Store,Data Management,
2978961,Cloudera Enterprise Data Hub,Data Management,
2978961,SAP BW,Data Management,70.0
2978961,Cloudera Data Warehouse,Data Management,90.0
2978961,Snowflake Data Cloud,Data Management,
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433099,SAP BW,Data Management,90.0
2433099,SAP BW/4HANA,Data Management,70.0
2433099,SAP HANA,Data Management,60.0
2433136,PostgreSQL,Data Management,100.0
2433136,Snowflake Data Cloud,Data Management,100.0
2433136,Teradata Database,Data Management,90.0
2433136,Teradata Vantage,Data Management,100.0
2433114,Oracle MySQL,Data Management,70.0
2433114,Oracle Database,Data Management,70.0
2433114,Oracle MySQL,Data Management,70.0
2433114,Oracle Database,Data Management,70.0
2433114,Oracle MySQL,Data Management,70.0
2433114,Oracle Database,Data Management,70.0
2433117,Microsoft SQL Server,Data Management,40.0
2433117,Snowflake Data Cloud,Data Management,60.0
2433117,Microsoft SQL Server,Data Management,40.0
2433117,Snowflake Data Cloud,Data Management,60.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433118,Google BigQuery,Data Management,100.0
2433118,PostgreSQL,Data Management,100.0
2433120,Google BigQuery,Data Management,40.0
2433120,IBM Db2,Data Management,40.0
2433120,Snowflake Data Cloud,Data Management,60.0
2433120,Microsoft SQL Server,Data Management,40.0
2433120,Google BigQuery,Data Management,40.0
2433120,IBM Db2,Data Management,40.0
2433120,Snowflake Data Cloud,Data Management,60.0
2433120,Microsoft SQL Server,Data Management,40.0
2433120,Google BigQuery,Data Management,40.0
2433120,IBM Db2,Data Management,40.0
2433120,Snowflake Data Cloud,Data Management,60.0
2433120,Microsoft SQL Server,Data Management,40.0
2433120,Google BigQuery,Data Management,40.0
2433120,IBM Db2,Data Management,40.0
2433120,Snowflake Data Cloud,Data Management,60.0
2433120,Microsoft SQL Server,Data Management,40.0
2433120,Google BigQuery,Data Management,40.0
2433120,IBM Db2,Data Management,40.0
2433120,Snowflake Data Cloud,Data Management,60.0
2433120,Microsoft SQL Server,Data Management,40.0
2433122,IBM Db2,Data Management,70.0
